mar,a,fhuair,57
a’,bruidhinn,ri,57
sin,air,an,57
ann,an,suidheachadh,57
a,dh’aindeoin,sin,57
gu,math,toilichte,57
cheann,a,deas,57
’s,gun,do,57
feadh,na,gàidhealtachd,57
mi,smaoineachadh,gu,57
a’,nochdadh,ann,56
sin,air,adhart,56
an,latha,sin,56
na,roinn,eòrpa,56
gu,math,inntinneach,56
nuair,a,fhuair,56
am,measg,an,56
a’,dol,a-steach,56
air,adhart,gu,56
am,facal,a,56
fhathast,ann,an,56
ann,an,tiriodh,56
an,taobh,eile,56
prògram,seo,aibisidh,56
seo,aibisidh,a,56
aibisidh,a,chraoladh,56
seonaidh,maccoinnich,bbc,56
maccoinnich,bbc,an,56
’s,ann,air,55
ann,an,dùthaich,55
a’,chiad,dol,55
a’,beachdachadh,air,55
aig,an,toiseach,55
sinn,ann,an,55
math,a,bhith,55
far,am,biodh,55
a’,cur,seachad,55
a’,toirt,taic,55
an,sin,ach,55
a,thoirt,gu,55
bheil,sin,a’,55
air,an,làimh,55
d’,fhuair,iad,55
luath,’s,a,55
mar,sin,ach,55
cò,ris,a,55
eile,air,an,54
sin,a,bhith,54
an,taobh,sear,54
bidh,fios,agaibh,54
san,eilean,sgitheanach,54
eile,anns,an,54
bhith,a’,bruidhinn,54
an,rathad,a,54
air,an,taigh,54
co-cheangailte,ris,an,54
bu,mhotha,a,54
a’,chuid,mhòr,54
uair,sam,bith,54
gu,bheil,a,54
bho,air,feadh,54
coltach,gu,bheil,54
ach,aig,an,54
dèanamh,cinnteach,gu,54
air,an,làraich,54
mar,a,thèid,54
calum,macilleathain,bbc,54
macilleathain,bbc,an,54
anns,a,h-uile,53
leam,a,bhith,53
a,chuala,mi,53
anns,an,dàrna,53
gun,do,chuir,53
seo,air,a,53
a,dhol,gu,53
ann,gu,bheil,53
ùr,ann,an,53
ann,am,muile,53
mar,phàirt,dhen,53
rudeigin,mar,sin,53
a’,fuireach,air,53
ann,an,cunnart,53
ciallachadh,gu,bheil,53
ach,a,rèir,53
ann,an,canada,53
dhomh,a,bhith,53
tu,a,bhith,53
b’,urrainn,dhaibh,52
mòran,de,na,52
bheil,sibh,eòlach,52
ann,an,leabhar,52
ris,a,h-uile,52
am,meadhan,an,52
innse,dhuibh,mun,52
a,chanadh,iad,52
mu,dheireadh,thall,52
seo,ann,am,52
sin,a’,cur,52
a’,dèanamh,a,52
anns,an,ochdamh,52
anns,an,litir,52
càite,a,bheil,52
às,a,dhèidh,52
mac,mhaighstir,alasdair,52
bheil,mi,a’,52
ge,bith,dè,52
a,chì,thu,52
air,an,deireadh-sheachdain,52
a,chaidh,seachad,52
a’,faicinn,gu,52
dol,a,bhith,52
d’,fhuair,mi,51
ceud,gu,leth,51
crìoch,air,an,51
air,a,thoirt,51
b’,urrainn,dhomh,51
taic,a,thoirt,51
a’,cleachdadh,an,51
a,chur,ris,51
dhuine,sam,bith,51
a,leithid,de,51
a,chanas,sinn,51
caogad,’s,a,51
air,ais,air,51
am,fear,seo,51
a,dhèanamh,le,51
iarraidh,a,bhith,51
mi,air,an,51
airson,’s,gum,51
bheil,a,h-uile,51
gu,bheil,daoine,51
h-uile,duine,a’,51
ann,am,port,51
riaghaltas,na,h-alba,51
comhairle,nan,eilean,51
ailean,macleòid,neach-aithris,51
leis,an,fhìrinn,50
sinn,a’,bruidhinn,50
còmhla,ann,an,50
an,leabhar,aige,50
fad,an,latha,50
mar,a,chanadh,50
anns,a’,mhadainn,50
furasta,gu,leòr,50
ag,iarraidh,air,50
na,gàidhlig,ann,50
gum,biodh,na,50
chreid,mi,nach,50
na,seann,daoine,50
an,t-seachdamh,linn,50
gus,an,do,50
an,làimh,eile,50
anns,a’,mhonadh,50
a’,dèanamh,tòrr,50
ann,an,new,50
an,siud,’s,50
a,dhìth,air,50
anns,a’,chumantas,50
ann,an,nis,50
a’,chiad,leabhar,50
gum,bi,sinn,50
na,h-eilthirich,a,50
mar,sin,dheth,50
macleòid,bbc,an,50
bliadhna,bhon,a,50
ràdh,gun,do,49
ann,an,diofar,49
às,a,thàinig,49
fuireach,ann,am,49
a,thoirt,a-mach,49
a,dhol,ann,49
uairean,a,thìde,49
na,h-alba,air,49
ach,a,dh’aindeoin,49
bhith,a’,cleachdadh,49
air,ais,ann,49
cheud,gu,leth,49
sùil,air,an,49
bharrachd,air,an,49
a,rèir,an,49
dè,a’,ghàidhlig,49
air,na,daoine,49
far,an,deach,49
taobh,siar,na,49
air,feadh,nan,49
bhith,a’,leughadh,49
às,an,eilean,49
dìreach,rud,beag,49
a’,bhuaidh,a,49
faicinn,gu,bheil,49
tòrr,a,bharrachd,49
am,bi,thu,49
nochdadh,ann,an,48
an,fhìrinn,innse,48
chiad,turas,a,48
cuid,dhen,bheachd,48
air,an,fhear,48
uair,sin,air,48
o,chionn,beagan,48
ann,an,iomadach,48
air,a,chleachdadh,48
a,b’,urrainn,48
an,duine,aice,48
gu,bhith,na,48
às,dèidh,a,48
aca,ann,an,48
ach,’s,ann,48
a’,dol,timcheall,48
às,a’,cheud,48
mi,a’,toirt,48
an,dòigh,a,48
mise,a’,dol,48
beagan,a,bharrachd,48
prògram,seo,na,48
seo,na,h-eilthirich,48
h-eilthirich,a,chraoladh,48
mi,a,smaoineachadh,48
mi,a,dol,48
fhad,‘s,a,48
an,aon,seòrsa,47
an,roinn,eòrpa,47
eile,air,a,47
a,rinn,an,47
a’,dol,seachad,47
daoine,ann,an,47
airson,dèanamh,cinnteach,47
a’,gabhail,a-steach,47
nas,fheàrr,na,47
mi,air,ais,47
a’,tighinn,a-mach,47
dhèanamh,air,an,47
a’,chuid,a,47
an,aon,àite,47
a,dhol,a-steach,47
ann,airson,a,47
a,dhèanamh,an,47
coimhead,air,na,47
comhairle,na,gàidhealtachd,47
macaonghais,preseantair,nise,47
dìreach,a,bhith,46
aig,toiseach,na,46
ann,anns,an,46
air,a’,chùis,46
bu,chòir,dhomh,46
air,a,sin,46
gu,math,eòlach,46
ann,an,seann,46
an,taobh,an,46
dha,a,bhith,46
an,dòchas,nach,46
feumaidh,mi,ràdh,46
a’,dol,an,46
car,coltach,ri,46
de,na,daoine,46
anns,a’,gheamhradh,46
ann,an,taobh,46
iad,a’,gabhail,46
ann,am,barraigh,46
iad,a,bhith,46
prògram,seo,an,46
mi,a,smaointinn,46
mhìle,‘s,a,46
an,là,inbhir,46
dòmhnallach,bbc,an,46
dhomh,a,ràdh,45
mu,dheireadh,dhen,45
an,dòigh,sin,45
aig,toiseach,an,45
a’,cheann,a,45
loch,nam,madadh,45
do,dhuine,sam,45
a,b’,àbhaist,45
chaidh,a,thogail,45
ann,an,ros,45
cinnteach,gum,bi,45
air,gach,taobh,45
sin,a’,chiad,45
a,chur,a-mach,45
bhith,a’,cumail,45
ann,an,clò,45
mi,a’,tuigsinn,45
mi,air,mo,45
ann,an,dòmhnall,45
‘s,dòcha,nach,45
creidsinn,gu,bheil,45
an,àireamh,de,45
cho,math,’s,45
a’,toirt,air,45
rudeigin,a,dhèanamh,45
a,rinn,mi,45
an,taobh,seo,45
bi,thu,a’,45
dòchas,gu,bheil,44
eòlach,air,a,44
ann,am,mòran,44
a,bhathar,a’,44
mi,anns,an,44
anns,a’,cheann,44
anns,an,t-saoghal,44
sin,as,coireach,44
an,dòchas,gu,44
bho,bhith,a’,44
am,meadhan,na,44
an,dùil,gun,44
ann,gum,bi,44
a,rèir,aithris,44
ag,innse,dhomh,44
ag,èirigh,suas,44
ag,obair,anns,44
chuid,a,bu,44
a’,fàs,nas,44
ach,air,an,44
a,bhuineas,do,44
a’,toirt,seachad,44
còmhla,ris,an,44
air,na,h-eileanan,44
am,fear,beag,44
an,seo,air,44
‘s,dòcha,gun,44
dà,mhìle,‘s,44
san,àm,ri,44
a,bheil,am,43
a,sgrìobhadh,le,43
dh’fhuireach,ann,an,43
ainmeil,ann,an,43
as,motha,de,43
an,siorrachd,pheairt,43
a,thoirt,a-steach,43
còrr,is,ceud,43
deiseil,airson,a,43
seach,a,bhith,43
eòlach,air,na,43
sinn,a,bhith,43
dìreach,air,a,43
a’,cumail,sùil,43
a,dhèanamh,a,43
air,a,sgrìobhadh,43
anns,a’,choille,43
an,seo,airson,43
mi,eòlach,air,43
a’,tighinn,còmhla,43
a,thuilleadh,air,43
sinn,a’,toirt,43
air,an,àrd-ùrlar,43
ach,an,uair,43
smaoineachadh,gum,bi,43
sinn,gu,math,43
chiad,leabhar,a,43
càil,sam,bith,43
feasgar,math,dhuibh,43
macilleathain,preseantair,nise,43
daoine,a,bhith,42
àite,sam,bith,42
a,fhuair,mi,42
an,do,chuir,42
sin,a,chur,42
a’,tighinn,às,42
an,ceann,greis,42
a,choimhead,air,42
bidh,sibh,a’,42
an,ros,an,42
anns,an,latha,42
ann,an,obar,42
a,chunnaic,mi,42
ùr,a,thogail,42
iad,a’,feuchainn,42
gu,leòr,a’,42
an,aon,dòigh,42
air,sgàth,sin,42
a’,tòiseachadh,le,42
air,ais,dhan,42
air,a’,bhliadhna,42
anns,na,hearadh,42
an,loch,abar,42
bharrachd,air,a,42
an,t-eilean,sgitheanach,42
a’,chiad,chogaidh,42
a,rinn,iad,42
gu,bheil,seo,42
na,daoine,sin,42
bheir,mi,dhut,42
a’,dèanamh,cinnteach,42
is,rudan,mar,42
bliadhna,a,dh’,42
aonghas,dòmhnallach,bbc,42
sin,gu,bheil,41
uill,’s,dòcha,41
gum,bi,sibh,41
an,dùil,gum,41
innse,dhuinn,gun,41
càil,a,dh’fhios,41
an,fhicheadamh,linn,41
chur,gu,feum,41
dèanamh,deiseil,airson,41
bhith,ag,ràdh,41
am,measg,nam,41
an,oidhche,sin,41
ri,taobh,na,41
uair,sin,an,41
gun,deach,an,41
air,an,dùthaich,41
an,seo,ach,41
am,broinn,an,41
gum,biodh,iad,41
an,alba,a,41
an,sgìre,seo,41
bu,chòir,dhuinn,41
gu,math,faisg,41
air,an,làrna-mhàireach,41
bhios,mi,a’,41
a,bhith,agad,41
sin,a’,dèanamh,41
sibh,a’,dèanamh,41
sinn,a’,feuchainn,41
tighinn,an,seo,41
bheil,thu,ag,41
a,dhol,dhan,41
a,thoirt,don,40
a,chì,sibh,40
ach,a,bheil,40
a,thoirt,dhuibh,40
thoirt,air,falbh,40
anns,an,do,40
stèidhichte,ann,an,40
às,a,chèile,40
an,gàidhlig,na,40
saoilidh,mi,gu,40
ri,taobh,an,40
iad,ag,obair,40
airson,’s,gun,40
fad,an,t-siubhail,40
gu,math,òg,40
no,mar,sin,40
dà,cheud,bliadhna,40
’s,gum,bi,40
gum,b’,urrainn,40
gum,faigh,sinn,40
a,gheibh,thu,40
’s,ann,ann,40
iad,a’,bruidhinn,40
bliadhna,as,dèidh,40
math,gu,bheil,40
a,chumail,ann,40
sin,a’,tachairt,40
a,thaobh,an,40
a,chur,suas,40
dol,a,thachairt,40
dhut,a,bhith,40
leugh,mi,a,40
gus,a,bhith,40
a,bh,ann,40
‘s,ann,an,40
‘s,ann,air,40
aig,eilidh,nicleòid,40
a,dh’,fhalbh,40
foghlam,tro,mheadhan,40
an,deireadh,sheachdain,40
a,bhiodh,an,39
an,dèidh,a,39
iad,a’,fuireach,39
dhaibh,a,bhith,39
an,siorrachd,rois,39
na,h-alba,a’,39
gu,bheil,tòrr,39
deireadh,an,latha,39
cheart,cho,math,39
a’,dèanamh,deiseil,39
a’,tighinn,a,39
air,taobh,thall,39
os,cionn,na,39
san,latha,an-diugh,39
na,bu,mhotha,39
air,thoiseach,air,39
a,dhùn,èideann,39
eaglais,na,h-alba,39
tè,de,na,39
a,rèir,na,39
a,dhol,à,39
rud,ris,an,39
iad,an,uair,39
chumail,ann,an,39
cho,fad,’s,39
