innte,52,
roimhe,52,
blas,52,
drochaid,52,
us,52,
adhbhar,52,
tioram,52,
prìomh,52,
naidheachd,52,
which,52,
feòil,51,
cheannach,51,
greis,51,
dòighean,51,
chosg,51,
mura,51,
will,51,
actually,51,
cothroman,51,
comann,51,
or,51,
uabhas,50,
sgrìobh,50,
balaich,50,
ìm,50,
os,50,
tadhal,50,
coimhearsnachdan,50,
obrachadh,50,
neart,50,
dhèanadh,49,
tv,49,
bh,49,
ugh,49,
sgiobaidhean,49,
oighreachd,49,
cluinntinn,49,
iongantach,49,
then,49,
fiosrachadh,49,
aimsir,49,
rothach,49,
choreigin,48,
leugh,48,
fortanach,48,
tarraing,48,
coinneachadh,48,
rubha,48,
chompanaidh,48,
bun-sgoil,48,
prògraman,47,
gàidhealach,47,
leig,47,
fuar,47,
thogadh,47,
shìos,47,
creideamh,47,
obar,47,
dia,47,
chogadh,47,
deireadh-sheachdain,47,
pàrantan,47,
niall,47,
nad,46,
halò,46,
freagarrach,46,
cheist,46,
sgoinneil,46,
eagal,46,
chòrr,46,
tìr-mòr,46,
bùithtean,46,
feumail,46,
gnìomhachas,46,
their,46,
bhuaidh,46,
buntàta,45,
teth,45,
samhradh,45,
ceum,45,
amannan,45,
aodach,45,
eòrpa,45,
dona,45,
good,45,
seirbheisean,45,
fharsaingeachd,45,
fhaotainn,45,
chruthachadh,45,
chreid,44,
chuideachadh,44,
dannsa,44,
moireasdan,44,
abair,44,
madainn,44,
mìorbhaileach,44,
years,44,
my,44,
àrd-sgoil,44,
see,44,
we’re,44,
ear,43,
lunnainn,43,
caledonia,43,
fhacal,43,
aibisidh,43,
mas,43,
scotland,43,
ghoirid,43,
snog,43,
a-raoir,43,
dualchas,43,
fosgladh,43,
luchd-obrach,43,
bhreatainn,42,
mhòr-chuid,42,
follaiseach,42,
soilleir,42,
leat,42,
dheathain,42,
call,42,
faic,42,
fhèarr,42,
tapadh,42,
other,42,
ullachadh,42,
thoiseach,42,
dh’fhalbh,42,
uallach,42,
feumach,42,
gnothaichean,42,
luach,42,
leudachadh,42,
oidhirp,42,
àitichean,42,
greisean,42,
some,42,
time,41,
unnsaichean,41,
b,41,
màiri-anna,41,
riut,41,
ruige,41,
bog,41,
chall,41,
nochd,41,
samhraidh,41,
steòrnabhaigh,40,
bòrd,40,
flùr,40,
sgonaichean,40,
bàta,40,
làraich,40,
dubh,40,
uiread,40,
goireas,40,
cantainn,40,
bailtean,40,
oileanaich,40,
that’s,40,
when,40,
chànan,40,
tachartasan,40,
chomharrachadh,40,
àlainn,39,
mionaid,39,
nighean,39,
bhrosnachadh,39,
annasach,39,
